source	target	synapse
2756	900	13
2756	900	9
2756	900	1
2756	900	11
2756	900	1
2756	900	11
2756	900	13
2756	900	3
2756	900	14
2756	900	8
2818	900	0
2818	900	13
2818	900	2
2818	900	6
2818	900	4
2818	900	7
2818	900	1
2818	900	10
2818	900	4
2818	900	14
2797	900	2
2797	900	8
2797	900	7
2797	900	12
2797	900	2
2797	900	4
2797	900	14
2797	900	11
2797	900	7
2797	900	14
2864	900	4
2864	900	2
2864	900	3
2864	900	12
2864	900	8
2864	900	5
2864	900	7
2864	900	14
2864	900	10
2864	900	2
2775	900	14
2775	900	10
2775	900	6
2775	900	1
2775	900	3
2775	900	12
2775	900	10
2775	900	0
2775	900	11
2775	900	7
2885	900	7
2885	900	12
2885	900	13
2885	900	6
2885	900	8
2885	900	7
2885	900	3
2885	900	14
2885	900	5
2885	900	8
2794	900	6
2794	900	7
2794	900	5
2794	900	8
2794	900	9
2794	900	12
2794	900	9
2794	900	3
2794	900	9
2794	900	12
2883	900	1
2883	900	3
2883	900	9
2883	900	13
2883	900	2
2883	900	10
2883	900	12
2883	900	4
2883	900	9
2883	900	7
2823	900	8
2823	900	6
2823	900	13
2823	900	2
2823	900	2
2823	900	6
2823	900	9
2823	900	14
2823	900	2
2823	900	14
2757	900	7
2757	900	12
2757	900	12
2757	900	3
2757	900	14
2757	900	10
2757	900	3
2757	900	1
2757	900	5
2757	900	8
2886	900	6
2886	900	2
2886	900	11
2886	900	4
2886	900	2
2886	900	9
2886	900	8
2886	900	2
2886	900	0
2886	900	5
2802	900	13
2802	900	1
2802	900	12
2802	900	3
2802	900	2
2802	900	3
2802	900	8
2802	900	9
2802	900	2
2802	900	1
2753	900	6
2753	900	13
2753	900	7
2753	900	12
2753	900	10
2753	900	14
2753	900	6
2753	900	4
2753	900	7
2753	900	4
2777	900	1
2777	900	10
2777	900	0
2777	900	6
2777	900	0
2777	900	7
2777	900	14
2777	900	4
2777	900	0
2777	900	9
2748	900	2
2748	900	14
2748	900	9
2748	900	11
2748	900	10
2748	900	5
2748	900	5
2748	900	9
2748	900	12
2748	900	3
2686	900	13
2686	900	2
2686	900	12
2686	900	9
2686	900	0
2686	900	9
2686	900	0
2686	900	8
2686	900	10
2686	900	11
5928	900	15
5928	900	18
5928	900	17
5928	900	15
5928	900	18
5928	900	15
5928	900	15
5928	900	18
5924	900	18
5924	900	16
5924	900	17
5924	900	16
5924	900	18
5924	900	18
5924	900	18
5924	900	17
6003	900	17
6003	900	15
6003	900	15
6003	900	15
6003	900	16
6003	900	17
6003	900	16
6003	900	16
5770	900	17
5770	900	16
5770	900	16
5770	900	16
5770	900	15
5770	900	18
5770	900	15
5770	900	16
5870	900	18
5870	900	18
5870	900	18
5870	900	17
5870	900	16
5870	900	15
5870	900	16
5870	900	15
6031	900	18
6031	900	17
6031	900	16
6031	900	18
6031	900	16
6031	900	18
6031	900	18
6031	900	16
5797	900	17
5797	900	16
5797	900	18
