source	target	synapse
1992	333914	11
1992	333914	3
1992	333914	8
1992	333914	3
1992	333914	14
1992	333914	7
1992	333914	7
1992	333914	13
1992	333914	14
1992	333914	13
1836	333914	5
1836	333914	13
1836	333914	4
1836	333914	14
1836	333914	1
1836	333914	5
1836	333914	3
1836	333914	14
1836	333914	5
1836	333914	12
1864	333914	3
1864	333914	12
1864	333914	3
1864	333914	6
1864	333914	7
1864	333914	8
1864	333914	7
1864	333914	11
1864	333914	8
1864	333914	9
1953	333914	13
1953	333914	2
1953	333914	1
1953	333914	11
1953	333914	1
1953	333914	6
1953	333914	10
1953	333914	6
1953	333914	9
1953	333914	11
1926	333914	12
1926	333914	13
1926	333914	3
1926	333914	4
1926	333914	1
1926	333914	4
1926	333914	13
1926	333914	1
1926	333914	3
1926	333914	13
1948	333914	0
1948	333914	5
1948	333914	2
1948	333914	5
1948	333914	8
1948	333914	1
1948	333914	13
1948	333914	9
1948	333914	9
1948	333914	4
1820	333914	5
1820	333914	9
1820	333914	6
1820	333914	12
1820	333914	12
1820	333914	4
1820	333914	9
1820	333914	7
1820	333914	12
1820	333914	4
1882	333914	11
1882	333914	9
1882	333914	1
1882	333914	3
1882	333914	2
1882	333914	11
1882	333914	2
1882	333914	6
1882	333914	9
1882	333914	10
1951	333914	0
1951	333914	1
1951	333914	11
1951	333914	0
1951	333914	3
1951	333914	0
1951	333914	9
1951	333914	7
1951	333914	3
1951	333914	14
1929	333914	14
1929	333914	6
1929	333914	1
1929	333914	3
1929	333914	14
1929	333914	6
1929	333914	12
1929	333914	13
1929	333914	4
1929	333914	6
1842	333914	9
1842	333914	6
1842	333914	14
1842	333914	2
1842	333914	0
1842	333914	5
1842	333914	5
1842	333914	1
1842	333914	14
1842	333914	12
1975	333914	13
1975	333914	12
1975	333914	9
1975	333914	7
1975	333914	14
1975	333914	3
1975	333914	12
1975	333914	8
1975	333914	1
1975	333914	14
1904	333914	9
1904	333914	7
1904	333914	2
1904	333914	14
1904	333914	12
1904	333914	5
1904	333914	4
1904	333914	7
1904	333914	5
1904	333914	9
1840	333914	13
1840	333914	2
1840	333914	13
1840	333914	9
1840	333914	12
1840	333914	2
1840	333914	2
1840	333914	0
1840	333914	12
1840	333914	1
1835	333914	13
1835	333914	14
1835	333914	14
1835	333914	1
1835	333914	4
1835	333914	9
1835	333914	2
1835	333914	11
1835	333914	4
1835	333914	10
2076	333914	9
2076	333914	6
2076	333914	0
2076	333914	2
2076	333914	12
2076	333914	13
2076	333914	2
2076	333914	0
2076	333914	12
2076	333914	3
4458	333914	17
4458	333914	18
4458	333914	17
4458	333914	18
4458	333914	17
4458	333914	17
4458	333914	16
4458	333914	16
4326	333914	15
4326	333914	16
4326	333914	16
4326	333914	18
4326	333914	18
4326	333914	18
4326	333914	17
4326	333914	15
4347	333914	18
4347	333914	18
4347	333914	15
4347	333914	15
4347	333914	17
4347	333914	17
4347	333914	16
4347	333914	16
4246	333914	17
4246	333914	18
4246	333914	17
4246	333914	16
4246	333914	16
4246	333914	15
4246	333914	17
4246	333914	17
4480	333914	15
4480	333914	18
4480	333914	16
4480	333914	17
4480	333914	16
4480	333914	15
4480	333914	16
4480	333914	17
4431	333914	15
4431	333914	15
4431	333914	17
4431	333914	15
4431	333914	15
4431	333914	15
4431	333914	16
4431	333914	17
4320	333914	15
4320	333914	16
4320	333914	18
4320	333914	16
4320	333914	15
4320	333914	18
4320	333914	18
4320	333914	15
4506	333914	18
4506	333914	17
4506	333914	15
4506	333914	18
4506	333914	16
4506	333914	15
4506	333914	16
4506	333914	15
4452	333914	16
4452	333914	17
4452	333914	18
4452	333914	15
4452	333914	15
4452	333914	15
4452	333914	16
4452	333914	16
4329	333914	17
4329	333914	15
4329	333914	18
4329	333914	15
4329	333914	18
4329	333914	15
4329	333914	17
4329	333914	18
4137	333914	17
4137	333914	17
4137	333914	16
4137	333914	17
4137	333914	17
4137	333914	16
4137	333914	18
4137	333914	16
4499	333914	17
4499	333914	15
4499	333914	16
4499	333914	18
4499	333914	16
4499	333914	16
4499	333914	18
4499	333914	16
8639	333914	25
8639	333914	23
8639	333914	31
8639	333914	27
8639	333914	29
8639	333914	24
8639	333914	20
8639	333914	28
8639	333914	23
