pvbasketcell bistratifiedcell 0 14
pvbasketcell cckcell 15 18
pvbasketcell ivycell 19 33
pvbasketcell ngfcell 34 53
pvbasketcell olmcell 54 73
pvbasketcell pyramidalcell 74 97
pvbasketcell pvbasketcell 98 98
pvbasketcell scacell 99 113
pvbasketcell ca3cell 114 128
pvbasketcell eccell 129 154
