source	target	synapse
2834	2900	3
2834	2900	11
2834	2900	6
2834	2900	11
2834	2900	4
2834	2900	5
2834	2900	1
2834	2900	10
2834	2900	3
2834	2900	9
2859	2900	7
2859	2900	5
2859	2900	11
2859	2900	12
2859	2900	5
2859	2900	4
2859	2900	12
2859	2900	0
2859	2900	7
2859	2900	12
2900	2900	3
2900	2900	0
2900	2900	13
2900	2900	10
2900	2900	11
2900	2900	14
2900	2900	13
2900	2900	14
2900	2900	14
2900	2900	0
2858	2900	13
2858	2900	9
2858	2900	14
2858	2900	7
2858	2900	13
2858	2900	11
2858	2900	3
2858	2900	0
2858	2900	1
2858	2900	8
2813	2900	6
2813	2900	2
2813	2900	0
2813	2900	5
2813	2900	8
2813	2900	5
2813	2900	7
2813	2900	10
2813	2900	7
2813	2900	7
2902	2900	0
2902	2900	4
2902	2900	11
2902	2900	12
2902	2900	12
2902	2900	4
2902	2900	14
2902	2900	2
2902	2900	6
2902	2900	2
2922	2900	5
2922	2900	1
2922	2900	8
2922	2900	12
2922	2900	5
2922	2900	0
2922	2900	6
2922	2900	6
2922	2900	5
2922	2900	10
2968	2900	0
2968	2900	10
2968	2900	6
2968	2900	13
2968	2900	8
2968	2900	8
2968	2900	9
2968	2900	14
2968	2900	14
2968	2900	13
2924	2900	10
2924	2900	4
2924	2900	3
2924	2900	0
2924	2900	0
2924	2900	7
2924	2900	9
2924	2900	0
2924	2900	5
2924	2900	5
2837	2900	1
2837	2900	8
2837	2900	6
2837	2900	1
2837	2900	14
2837	2900	7
2837	2900	5
2837	2900	14
2837	2900	7
2837	2900	7
2903	2900	4
2903	2900	4
2903	2900	2
2903	2900	10
2903	2900	10
2903	2900	14
2903	2900	0
2903	2900	10
2903	2900	8
2903	2900	7
2967	2900	7
2967	2900	4
2967	2900	2
2967	2900	4
2967	2900	2
2967	2900	8
2967	2900	7
2967	2900	0
2967	2900	14
2967	2900	6
3010	2900	9
3010	2900	7
3010	2900	7
3010	2900	6
3010	2900	14
3010	2900	10
3010	2900	5
3010	2900	2
3010	2900	9
3010	2900	3
2966	2900	2
2966	2900	10
2966	2900	10
2966	2900	3
2966	2900	3
2966	2900	13
2966	2900	9
2966	2900	1
2966	2900	3
2966	2900	0
3035	2900	0
3035	2900	2
3035	2900	2
3035	2900	6
3035	2900	8
3035	2900	14
3035	2900	13
3035	2900	7
3035	2900	2
3035	2900	4
2906	2900	4
2906	2900	11
2906	2900	6
2906	2900	4
2906	2900	0
2906	2900	14
2906	2900	3
2906	2900	5
2906	2900	0
2906	2900	3
5890	2900	15
5890	2900	17
5890	2900	17
5890	2900	16
5890	2900	16
5890	2900	18
5890	2900	16
5890	2900	16
6073	2900	16
6073	2900	16
6073	2900	18
6073	2900	15
6073	2900	17
6073	2900	16
6073	2900	17
6073	2900	16
6076	2900	16
6076	2900	18
6076	2900	15
6076	2900	16
6076	2900	17
6076	2900	16
6076	2900	16
6076	2900	18
6022	2900	15
6022	2900	17
6022	2900	17
6022	2900	15
6022	2900	16
6022	2900	17
6022	2900	17
6022	2900	18
6202	2900	15
6202	2900	18
6202	2900	17
6202	2900	15
6202	2900	15
6202	2900	15
6202	2900	16
6202	2900	18
6047	2900	18
6047	2900	18
6047	2900	18
6047	2900	17
6047	2900	15
6047	2900	15
6047	2900	17
6047	2900	17
6153	2900	16
6153	2900	18
6153	2900	18
6153	2900	17
6153	2900	16
6153	2900	16
6153	2900	18
6153	2900	16
6101	2900	16
6101	2900	16
6101	2900	15
6101	2900	16
6101	2900	17
6101	2900	17
6101	2900	15
6101	2900	16
5996	2900	18
5996	2900	18
5996	2900	17
5996	2900	18
5996	2900	15
5996	2900	17
5996	2900	17
5996	2900	18
6154	2900	17
6154	2900	15
6154	2900	17
6154	2900	18
6154	2900	16
6154	2900	18
6154	2900	17
6154	2900	15
6237	2900	15
6237	2900	16
6237	2900	15
6237	2900	16
6237	2900	17
6237	2900	17
6237	2900	16
6237	2900	18
6054	2900	18
6054	2900	18
6054	2900	16
6054	2900	17
6054	2900	17
6054	2900	15
6054	2900	17
6054	2900	16
13161	2900	31
13161	2900	31
13161	2900	23
13161	2900	21
13161	2900	23
13161	2900	20
13161	2900	20
13161	2900	21
13161	2900	24
13161	2900	20
13163	2900	20
13163	2900	20
13163	2900	21
13163	2900	23
13163	2900	23
13163	2900	30
13163	2900	27
13163	2900	19
13163	2900	27
13163	2900	21
13582	2900	32
13582	2900	31
13582	2900	26
13582	2900	32
13582	2900	21
13582	2900	33
13582	2900	26
13582	2900	21
13582	2900	28
13582	2900	23
13441	2900	25
13441	2900	22
13441	2900	32
13441	2900	22
13441	2900	33
13441	2900	22
13441	2900	24
13441	2900	19
13441	2900	25
13441	2900	30
13440	2900	28
13440	2900	25
13440	2900	26
13440	2900	21
13440	2900	22
13440	2900	19
13440	2900	33
13440	2900	26
13440	2900	33
13440	2900	25
13058	2900	25
13058	2900	25
13058	2900	29
13058	2900	22
13058	2900	20
13058	2900	21
13058	2900	21
13058	2900	19
13058	2900	31
13058	2900	20
13055	2900	26
13055	2900	24
13055	2900	30
13055	2900	29
13055	2900	24
13055	2900	21
13055	2900	28
13055	2900	25
13055	2900	27
13055	2900	32
12811	2900	21
12811	2900	24
12811	2900	31
12811	2900	31
12811	2900	21
12811	2900	27
12811	2900	22
12811	2900	20
12811	2900	31
12811	2900	33
13510	2900	22
13510	2900	23
13510	2900	29
13510	2900	29
13510	2900	22
13510	2900	33
13510	2900	25
13510	2900	22
13510	2900	29
13510	2900	26
13306	2900	25
13306	2900	33
13306	2900	22
13306	2900	22
13306	2900	26
13306	2900	26
13306	2900	32
13306	2900	29
13306	2900	19
13306	2900	27
13411	2900	32
13411	2900	22
13411	2900	28
13411	2900	28
13411	2900	31
13411	2900	24
13411	2900	32
13411	2900	25
13411	2900	20
13411	2900	30
12882	2900	29
12882	2900	29
12882	2900	29
12882	2900	21
12882	2900	32
12882	2900	30
12882	2900	30
12882	2900	32
12882	2900	26
12882	2900	27
13545	2900	24
13545	2900	33
13545	2900	26
13545	2900	27
13545	2900	21
13545	2900	27
13545	2900	30
13545	2900	32
13545	2900	26
13545	2900	29
13265	2900	24
13265	2900	27
13265	2900	22
13265	2900	32
13265	2900	30
13265	2900	30
13265	2900	22
13265	2900	29
13265	2900	21
13265	2900	26
12777	2900	30
12777	2900	24
12777	2900	24
12777	2900	25
12777	2900	19
12777	2900	27
12777	2900	30
12777	2900	26
12777	2900	29
12777	2900	26
13373	2900	26
13373	2900	20
13373	2900	32
13373	2900	19
13373	2900	20
13373	2900	26
13373	2900	31
13373	2900	24
13373	2900	33
13373	2900	24
12954	2900	22
12954	2900	30
12954	2900	19
12954	2900	32
12954	2900	21
12954	2900	20
12954	2900	29
12954	2900	28
12954	2900	29
12954	2900	24
13300	2900	29
13300	2900	26
13300	2900	26
13300	2900	19
13300	2900	24
13300	2900	32
13300	2900	31
13300	2900	21
13300	2900	26
13300	2900	19
13199	2900	31
13199	2900	31
13199	2900	28
13199	2900	22
13199	2900	30
13199	2900	21
13199	2900	24
13199	2900	28
13199	2900	31
13199	2900	31
13061	2900	20
13061	2900	21
13061	2900	20
13061	2900	22
13061	2900	20
13061	2900	29
13061	2900	28
13061	2900	32
13061	2900	26
13061	2900	19
13339	2900	25
13339	2900	24
13339	2900	25
13339	2900	28
13339	2900	27
13339	2900	29
13339	2900	30
13339	2900	33
13339	2900	21
13339	2900	22
13523	2900	28
13523	2900	20
13523	2900	29
13523	2900	19
13523	2900	20
13523	2900	24
13523	2900	31
13523	2900	23
13523	2900	28
13523	2900	21
13028	2900	32
13028	2900	30
13028	2900	22
13028	2900	29
13028	2900	31
13028	2900	23
13028	2900	33
13028	2900	33
13028	2900	22
13028	2900	19
12712	2900	24
12712	2900	28
12712	2900	31
12712	2900	25
12712	2900	31
12712	2900	20
12712	2900	26
12712	2900	33
12712	2900	25
12712	2900	31
20791	2900	57
20791	2900	72
20791	2900	66
20791	2900	59
20791	2900	61
20791	2900	62
20791	2900	63
20791	2900	69
20791	2900	55
20791	2900	65
20728	2900	56
20728	2900	66
20728	2900	68
20728	2900	61
20728	2900	62
20728	2900	66
20728	2900	69
20728	2900	65
20728	2900	67
20728	2900	54
20776	2900	56
20776	2900	70
20776	2900	61
20776	2900	66
20776	2900	70
20776	2900	71
20776	2900	59
20776	2900	72
20776	2900	61
20776	2900	62
20775	2900	58
20775	2900	64
20775	2900	59
20775	2900	62
20775	2900	70
20775	2900	61
20775	2900	66
20775	2900	62
20775	2900	62
20775	2900	58
20760	2900	65
20760	2900	59
20760	2900	68
20760	2900	69
20760	2900	56
20760	2900	69
20760	2900	72
20760	2900	70
20760	2900	64
20760	2900	60
20727	2900	63
20727	2900	62
20727	2900	68
20727	2900	56
20727	2900	58
20727	2900	54
20727	2900	67
20727	2900	56
20727	2900	61
20727	2900	73
20743	2900	62
20743	2900	56
20743	2900	69
20743	2900	56
20743	2900	73
20743	2900	69
20743	2900	57
20743	2900	57
20743	2900	71
20743	2900	71
20729	2900	54
20729	2900	66
20729	2900	69
20729	2900	62
20729	2900	58
20729	2900	65
20729	2900	60
20729	2900	63
20729	2900	60
20729	2900	55
235861	2900	97
235861	2900	89
235861	2900	97
242723	2900	83
242723	2900	89
242723	2900	84
226650	2900	94
226650	2900	80
226650	2900	93
221513	2900	74
221513	2900	92
221513	2900	75
235900	2900	93
235900	2900	89
235900	2900	79
227170	2900	82
227170	2900	86
227170	2900	74
222632	2900	85
222632	2900	86
222632	2900	81
243914	2900	82
243914	2900	79
243914	2900	93
224324	2900	82
224324	2900	94
224324	2900	96
235301	2900	87
235301	2900	84
235301	2900	83
219136	2900	83
219136	2900	90
219136	2900	86
233609	2900	77
233609	2900	86
233609	2900	77
236441	2900	74
236441	2900	87
236441	2900	83
241027	2900	93
241027	2900	81
241027	2900	95
224414	2900	81
224414	2900	93
224414	2900	86
227771	2900	80
227771	2900	97
227771	2900	97
224961	2900	82
224961	2900	95
224961	2900	79
236409	2900	75
236409	2900	94
236409	2900	74
241552	2900	92
241552	2900	82
241552	2900	86
222594	2900	89
222594	2900	91
222594	2900	76
224897	2900	96
224897	2900	94
224897	2900	81
219174	2900	87
219174	2900	92
219174	2900	78
228978	2900	76
228978	2900	93
228978	2900	76
226606	2900	86
226606	2900	85
226606	2900	85
231195	2900	90
231195	2900	85
231195	2900	79
231252	2900	79
231252	2900	87
231252	2900	89
233519	2900	89
233519	2900	97
233519	2900	78
219114	2900	97
219114	2900	76
219114	2900	78
225546	2900	87
225546	2900	78
225546	2900	75
226644	2900	87
226644	2900	80
226644	2900	79
226066	2900	80
226066	2900	84
226066	2900	81
223740	2900	78
223740	2900	93
223740	2900	97
242736	2900	97
242736	2900	93
242736	2900	97
242717	2900	91
242717	2900	94
242717	2900	85
234714	2900	76
234714	2900	82
234714	2900	75
223244	2900	79
223244	2900	79
223244	2900	87
233540	2900	80
233540	2900	77
233540	2900	76
234667	2900	93
234667	2900	90
234667	2900	87
