source	target	synapse
174	68032	11
174	68032	6
174	68032	2
174	68032	7
174	68032	9
174	68032	5
196	68032	9
196	68032	0
196	68032	3
196	68032	7
196	68032	5
196	68032	5
250	68032	0
250	68032	4
250	68032	6
250	68032	1
250	68032	6
250	68032	8
230	68032	7
230	68032	1
230	68032	2
230	68032	0
230	68032	8
230	68032	3
173	68032	1
173	68032	0
173	68032	9
173	68032	2
173	68032	11
173	68032	6
78	68032	11
78	68032	3
78	68032	3
78	68032	8
78	68032	1
78	68032	4
1850	68032	165
1850	68032	122
1850	68032	76
1850	68032	33
1850	68032	289
1850	68032	353
1850	68032	259
1850	68032	271
1850	68032	124
1850	68032	218
1761	68032	291
1761	68032	119
1761	68032	101
1761	68032	89
1761	68032	80
1761	68032	316
1761	68032	321
1761	68032	285
1761	68032	75
1761	68032	264
1808	68032	35
1808	68032	345
1808	68032	126
1808	68032	136
1808	68032	106
1808	68032	154
1808	68032	318
1808	68032	38
1808	68032	42
1808	68032	174
1893	68032	153
1893	68032	319
1893	68032	335
1893	68032	180
1893	68032	64
1893	68032	316
1893	68032	204
1893	68032	208
1893	68032	169
1893	68032	72
1718	68032	50
1718	68032	77
1718	68032	330
1718	68032	184
1718	68032	93
1718	68032	298
1718	68032	31
1718	68032	230
1718	68032	388
1718	68032	32
1736	68032	193
1736	68032	271
1736	68032	348
1736	68032	107
1736	68032	185
1736	68032	245
1736	68032	109
1736	68032	131
1736	68032	167
1736	68032	279
1846	68032	376
1846	68032	374
1846	68032	346
1846	68032	98
1846	68032	245
1846	68032	186
1846	68032	190
1846	68032	275
1846	68032	136
1846	68032	308
1764	68032	298
1764	68032	84
1764	68032	170
1764	68032	284
1764	68032	251
1764	68032	107
1764	68032	127
1764	68032	296
1764	68032	353
1764	68032	342
1697	68032	340
1697	68032	305
1697	68032	19
1697	68032	101
1697	68032	331
1697	68032	213
1697	68032	282
1697	68032	155
1697	68032	17
1697	68032	317
1723	68032	162
1723	68032	95
1723	68032	204
1723	68032	124
1723	68032	300
1723	68032	12
1723	68032	311
1723	68032	17
1723	68032	123
1723	68032	171
4261	68032	446
4261	68032	469
4261	68032	487
4261	68032	477
4261	68032	407
4261	68032	454
4261	68032	449
4261	68032	412
4152	68032	477
4152	68032	396
4152	68032	392
4152	68032	431
4152	68032	424
4152	68032	410
4152	68032	391
4152	68032	449
4258	68032	399
4258	68032	462
4258	68032	402
4258	68032	451
4258	68032	415
4258	68032	430
4258	68032	401
4258	68032	432
4202	68032	440
4202	68032	398
4202	68032	391
4202	68032	416
4202	68032	424
4202	68032	399
4202	68032	488
4202	68032	398
4048	68032	471
4048	68032	468
4048	68032	434
4048	68032	445
4048	68032	419
4048	68032	405
4048	68032	461
4048	68032	489
4098	68032	427
4098	68032	389
4098	68032	436
4098	68032	449
4098	68032	403
4098	68032	419
4098	68032	486
4098	68032	453
4307	68032	489
4307	68032	398
4307	68032	404
4307	68032	410
4307	68032	389
4307	68032	403
4307	68032	452
4307	68032	407
4286	68032	489
4286	68032	488
4286	68032	395
4286	68032	476
4286	68032	450
4286	68032	415
4286	68032	455
4286	68032	398
4182	68032	425
4182	68032	420
4182	68032	454
4182	68032	461
4182	68032	418
4182	68032	488
4182	68032	478
4182	68032	435
4234	68032	462
4234	68032	473
4234	68032	446
4234	68032	423
4234	68032	389
4234	68032	436
4234	68032	431
4234	68032	481
4024	68032	475
4024	68032	420
4024	68032	450
4024	68032	400
4024	68032	436
4024	68032	405
4024	68032	457
4024	68032	468
4289	68032	454
4289	68032	485
4289	68032	476
4289	68032	401
4289	68032	409
4289	68032	445
4289	68032	466
4289	68032	474
4216	68032	398
4216	68032	471
4216	68032	417
4216	68032	403
4216	68032	397
4216	68032	391
4216	68032	483
4216	68032	402
8342	68032	794
8342	68032	843
8342	68032	564
8342	68032	645
8342	68032	581
8342	68032	640
8342	68032	618
8342	68032	757
8342	68032	499
8342	68032	619
8438	68032	739
8438	68032	709
8438	68032	846
8438	68032	713
8438	68032	715
8438	68032	693
8438	68032	729
8438	68032	772
8438	68032	808
8438	68032	615
8230	68032	576
8230	68032	803
8230	68032	622
8230	68032	709
8230	68032	502
8230	68032	620
8230	68032	549
8230	68032	703
8230	68032	595
8230	68032	675
8407	68032	758
8407	68032	589
8407	68032	498
8407	68032	539
8407	68032	737
8407	68032	842
8407	68032	809
8407	68032	532
8407	68032	841
8407	68032	716
8650	68032	575
8650	68032	839
8650	68032	728
8650	68032	716
8650	68032	730
8650	68032	548
8650	68032	572
8650	68032	636
8650	68032	633
8650	68032	540
8333	68032	765
8333	68032	779
8333	68032	524
8333	68032	605
8333	68032	757
8333	68032	747
8333	68032	501
8333	68032	630
8333	68032	676
8333	68032	589
8299	68032	600
8299	68032	579
8299	68032	771
8299	68032	519
8299	68032	666
8299	68032	715
8299	68032	789
8299	68032	557
8299	68032	618
8299	68032	797
8554	68032	753
8554	68032	740
8554	68032	822
8554	68032	578
8554	68032	510
8554	68032	709
8554	68032	639
8554	68032	760
8554	68032	782
8554	68032	791
8791	68032	496
8791	68032	734
8791	68032	662
8791	68032	527
8791	68032	732
8791	68032	522
8791	68032	524
8791	68032	536
8791	68032	784
8791	68032	848
8336	68032	682
8336	68032	527
8336	68032	514
8336	68032	581
8336	68032	698
8336	68032	599
8336	68032	585
8336	68032	552
8336	68032	620
8336	68032	842
8269	68032	491
8269	68032	604
8269	68032	607
8269	68032	786
8269	68032	693
8269	68032	664
8269	68032	695
8269	68032	755
8269	68032	736
8269	68032	863
8449	68032	800
8449	68032	562
8449	68032	637
8449	68032	498
8449	68032	829
8449	68032	597
8449	68032	703
8449	68032	600
8449	68032	588
8449	68032	775
8443	68032	761
8443	68032	762
8443	68032	780
8443	68032	742
8443	68032	620
8443	68032	751
8443	68032	691
8443	68032	856
