source	target	synapse
2590	720	2
2590	720	14
2590	720	14
2590	720	7
2590	720	4
2590	720	11
2590	720	6
2590	720	10
2590	720	7
2590	720	4
2613	720	7
2613	720	0
2613	720	13
2613	720	6
2613	720	0
2613	720	10
2613	720	14
2613	720	6
2613	720	0
2613	720	11
2565	720	5
2565	720	9
2565	720	8
2565	720	12
2565	720	12
2565	720	6
2565	720	7
2565	720	2
2565	720	7
2565	720	13
2545	720	1
2545	720	10
2545	720	9
2545	720	3
2545	720	13
2545	720	11
2545	720	3
2545	720	10
2545	720	2
2545	720	4
2458	720	4
2458	720	10
2458	720	6
2458	720	14
2458	720	14
2458	720	1
2458	720	14
2458	720	1
2458	720	11
2458	720	0
2500	720	9
2500	720	0
2500	720	12
2500	720	9
2500	720	9
2500	720	9
2500	720	3
2500	720	5
2500	720	0
2500	720	0
2610	720	13
2610	720	0
2610	720	1
2610	720	8
2610	720	9
2610	720	5
2610	720	9
2610	720	13
2610	720	10
2610	720	11
2524	720	3
2524	720	13
2524	720	0
2524	720	6
2524	720	3
2524	720	2
2524	720	2
2524	720	12
2524	720	6
2524	720	0
2655	720	1
2655	720	14
2655	720	13
2655	720	8
2655	720	2
2655	720	9
2655	720	11
2655	720	7
2655	720	7
2655	720	4
2477	720	5
2477	720	3
2477	720	10
2477	720	5
2477	720	3
2477	720	10
2477	720	5
2477	720	14
2477	720	13
2477	720	8
2568	720	0
2568	720	6
2568	720	12
2568	720	13
2568	720	13
2568	720	11
2568	720	13
2568	720	6
2568	720	5
2568	720	13
2457	720	12
2457	720	7
2457	720	2
2457	720	11
2457	720	10
2457	720	2
2457	720	0
2457	720	10
2457	720	8
2457	720	0
2587	720	2
2587	720	14
2587	720	5
2587	720	6
2587	720	7
2587	720	4
2587	720	9
2587	720	11
2587	720	1
2587	720	12
2656	720	3
2656	720	3
2656	720	14
2656	720	12
2656	720	14
2656	720	8
2656	720	10
2656	720	3
2656	720	10
2656	720	1
2389	720	8
2389	720	10
2389	720	5
2389	720	11
2389	720	4
2389	720	6
2389	720	11
2389	720	10
2389	720	13
2389	720	13
2497	720	12
2497	720	6
2497	720	9
2497	720	8
2497	720	9
2497	720	0
2497	720	14
2497	720	12
2497	720	14
2497	720	2
5343	720	15
5343	720	15
5343	720	17
5343	720	15
5343	720	18
5343	720	17
5343	720	16
5343	720	17
5390	720	18
5390	720	18
5390	720	15
5390	720	15
5390	720	17
5390	720	15
5390	720	18
5390	720	17
5626	720	18
5626	720	17
5626	720	18
5626	720	15
5626	720	16
5626	720	15
5626	720	17
5626	720	18
5340	720	15
5340	720	15
5340	720	15
5340	720	15
5340	720	17
5340	720	15
5340	720	15
5340	720	18
5473	720	18
5473	720	16
5473	720	18
5473	720	15
5473	720	18
5473	720	18
5473	720	17
5473	720	15
5495	720	16
5495	720	18
5495	720	15
5495	720	16
5495	720	18
5495	720	17
5495	720	15
5495	720	17
5496	720	17
5496	720	16
5496	720	17
5496	720	16
5496	720	17
5496	720	16
5496	720	16
5496	720	15
5389	720	18
5389	720	18
5389	720	15
5389	720	18
5389	720	17
5389	720	16
5389	720	15
5389	720	16
5499	720	18
5499	720	16
5499	720	15
5499	720	15
5499	720	16
5499	720	18
5499	720	18
5499	720	18
5392	720	18
5392	720	15
5392	720	15
5392	720	18
5392	720	17
5392	720	16
5392	720	15
5392	720	17
5209	720	18
5209	720	18
5209	720	15
5209	720	16
5209	720	15
5209	720	16
5209	720	15
5209	720	17
5518	720	15
5518	720	15
5518	720	17
5518	720	15
5518	720	15
5518	720	18
5518	720	17
5518	720	16
12212	720	28
12212	720	24
12212	720	32
12212	720	30
12212	720	29
12212	720	32
12212	720	28
12212	720	31
12212	720	29
12212	720	23
11688	720	27
11688	720	25
11688	720	33
11688	720	28
11688	720	24
11688	720	28
11688	720	22
11688	720	23
11688	720	27
11688	720	29
11576	720	31
11576	720	32
11576	720	22
11576	720	31
11576	720	31
11576	720	19
11576	720	29
11576	720	33
11576	720	24
11576	720	19
11969	720	21
11969	720	32
11969	720	25
11969	720	22
11969	720	23
11969	720	28
11969	720	28
11969	720	24
11969	720	19
11969	720	21
11371	720	30
11371	720	23
11371	720	30
11371	720	23
11371	720	30
11371	720	31
11371	720	21
11371	720	26
11371	720	21
11371	720	26
11619	720	24
11619	720	30
11619	720	25
11619	720	30
11619	720	21
11619	720	26
11619	720	20
11619	720	31
11619	720	28
11619	720	20
11646	720	27
11646	720	19
11646	720	29
11646	720	22
11646	720	33
11646	720	22
11646	720	19
11646	720	31
11646	720	31
11646	720	26
11506	720	30
11506	720	30
11506	720	28
11506	720	24
11506	720	23
11506	720	32
11506	720	19
11506	720	21
11506	720	25
11506	720	29
11472	720	20
11472	720	24
11472	720	33
11472	720	29
11472	720	19
11472	720	28
11472	720	25
11472	720	21
11472	720	32
11472	720	19
11755	720	19
11755	720	27
11755	720	26
11755	720	25
11755	720	20
11755	720	32
11755	720	23
11755	720	26
11755	720	20
11755	720	22
11439	720	22
11439	720	22
11439	720	26
11439	720	20
11439	720	30
11439	720	24
11439	720	29
11439	720	19
11439	720	22
11439	720	21
11721	720	21
11721	720	32
11721	720	19
11721	720	33
11721	720	31
11721	720	24
11721	720	20
11721	720	27
11721	720	26
11721	720	26
11549	720	21
11549	720	27
11549	720	26
11549	720	28
11549	720	26
11549	720	23
11549	720	23
11549	720	20
11549	720	21
11549	720	30
12105	720	30
12105	720	33
12105	720	28
12105	720	29
12105	720	20
12105	720	22
12105	720	31
12105	720	27
12105	720	28
12105	720	22
11653	720	28
11653	720	31
11653	720	31
11653	720	27
11653	720	31
11653	720	22
11653	720	19
11653	720	19
11653	720	19
11653	720	26
11754	720	30
11754	720	21
11754	720	28
11754	720	31
11754	720	23
11754	720	31
11754	720	23
11754	720	24
11754	720	30
11754	720	26
11615	720	20
11615	720	24
11615	720	29
11615	720	21
11615	720	30
11615	720	28
11615	720	31
11615	720	32
11615	720	30
11615	720	28
11929	720	25
11929	720	19
11929	720	22
11929	720	19
11929	720	21
11929	720	26
11929	720	30
11929	720	21
11929	720	30
11929	720	23
11932	720	24
11932	720	25
11932	720	31
11932	720	30
11932	720	24
11932	720	33
11932	720	23
11932	720	26
11932	720	25
11932	720	32
11541	720	19
11541	720	25
11541	720	30
11541	720	24
11541	720	19
11541	720	27
11541	720	32
11541	720	24
11541	720	21
11541	720	29
12068	720	30
12068	720	21
12068	720	23
12068	720	30
12068	720	24
12068	720	31
12068	720	33
12068	720	31
12068	720	31
12068	720	21
12667	720	20
12667	720	19
12667	720	31
12667	720	26
12667	720	28
12667	720	30
12667	720	31
12667	720	32
12667	720	33
12667	720	25
11231	720	32
11231	720	20
11231	720	30
11231	720	20
11231	720	33
11231	720	20
11231	720	20
11231	720	33
11231	720	32
11231	720	24
12349	720	30
12349	720	21
12349	720	24
12349	720	33
12349	720	27
12349	720	29
12349	720	19
12349	720	19
12349	720	31
12349	720	21
20500	720	59
20500	720	64
20500	720	56
20500	720	66
20500	720	61
20500	720	56
20500	720	69
20500	720	61
20500	720	72
20500	720	66
20437	720	55
20437	720	54
20437	720	72
20437	720	54
20437	720	56
20437	720	65
20437	720	65
20437	720	72
20437	720	70
20437	720	56
20452	720	61
20452	720	71
20452	720	59
20452	720	61
20452	720	65
20452	720	56
20452	720	63
20452	720	72
20452	720	65
20452	720	58
20421	720	55
20421	720	64
20421	720	69
20421	720	54
20421	720	68
20421	720	68
20421	720	62
20421	720	59
20421	720	61
20421	720	57
20533	720	71
20533	720	73
20533	720	68
20533	720	61
20533	720	71
20533	720	55
20533	720	70
20533	720	67
20533	720	67
20533	720	61
20450	720	62
20450	720	70
20450	720	57
20450	720	64
20450	720	68
20450	720	71
20450	720	57
20450	720	65
20450	720	67
20450	720	60
20485	720	72
20485	720	73
20485	720	72
20485	720	56
20485	720	69
20485	720	69
20485	720	55
20485	720	67
20485	720	60
20485	720	61
20496	720	64
20496	720	54
20496	720	61
20496	720	55
20496	720	68
20496	720	62
20496	720	54
20496	720	57
20496	720	62
20496	720	68
170152	720	82
170152	720	92
170152	720	97
169605	720	96
169605	720	79
169605	720	90
168429	720	86
168429	720	83
168429	720	92
182230	720	78
182230	720	92
182230	720	88
168457	720	90
168457	720	84
168457	720	97
190325	720	82
190325	720	88
190325	720	96
190880	720	77
190880	720	80
190880	720	92
190915	720	86
190915	720	96
190915	720	78
183431	720	80
183431	720	87
183431	720	82
192081	720	89
192081	720	90
192081	720	85
186857	720	78
186857	720	91
186857	720	93
172478	720	80
172478	720	75
172478	720	83
170154	720	85
170154	720	96
170154	720	79
183405	720	86
183405	720	85
183405	720	84
165031	720	92
165031	720	78
165031	720	94
186322	720	84
186322	720	86
186322	720	74
172455	720	87
172455	720	94
172455	720	86
176535	720	88
176535	720	88
176535	720	89
185651	720	76
185651	720	76
185651	720	95
193223	720	76
193223	720	76
193223	720	87
186837	720	96
186837	720	81
186837	720	79
170731	720	91
170731	720	77
170731	720	76
187964	720	86
187964	720	86
187964	720	78
171348	720	89
171348	720	80
171348	720	83
163860	720	83
163860	720	87
163860	720	91
169053	720	76
169053	720	84
169053	720	93
184495	720	86
184495	720	95
184495	720	77
193759	720	87
