source	target	synapse
2627	828	10
2627	828	12
2627	828	6
2627	828	3
2627	828	6
2627	828	1
2627	828	7
2627	828	0
2627	828	9
2627	828	3
2647	828	1
2647	828	5
2647	828	13
2647	828	13
2647	828	12
2647	828	10
2647	828	12
2647	828	6
2647	828	3
2647	828	11
2712	828	3
2712	828	9
2712	828	11
2712	828	4
2712	828	4
2712	828	7
2712	828	6
2712	828	4
2712	828	6
2712	828	4
2716	828	4
2716	828	7
2716	828	0
2716	828	5
2716	828	4
2716	828	11
2716	828	14
2716	828	3
2716	828	5
2716	828	12
2648	828	5
2648	828	8
2648	828	11
2648	828	12
2648	828	9
2648	828	2
2648	828	5
2648	828	10
2648	828	12
2648	828	4
2756	828	10
2756	828	4
2756	828	4
2756	828	12
2756	828	1
2756	828	11
2756	828	8
2756	828	10
2756	828	9
2756	828	3
2691	828	1
2691	828	4
2691	828	9
2691	828	4
2691	828	13
2691	828	6
2691	828	7
2691	828	3
2691	828	4
2691	828	11
2758	828	8
2758	828	9
2758	828	6
2758	828	8
2758	828	7
2758	828	6
2758	828	10
2758	828	14
2758	828	5
2758	828	5
2669	828	12
2669	828	7
2669	828	12
2669	828	8
2669	828	3
2669	828	0
2669	828	13
2669	828	7
2669	828	14
2669	828	1
2733	828	5
2733	828	9
2733	828	1
2733	828	8
2733	828	3
2733	828	7
2733	828	11
2733	828	12
2733	828	2
2733	828	14
2763	828	8
2763	828	6
2763	828	3
2763	828	5
2763	828	8
2763	828	1
2763	828	12
2763	828	6
2763	828	7
2763	828	6
2741	828	8
2741	828	0
2741	828	6
2741	828	3
2741	828	8
2741	828	2
2741	828	2
2741	828	12
2741	828	14
2741	828	9
2671	828	11
2671	828	5
2671	828	2
2671	828	8
2671	828	9
2671	828	1
2671	828	8
2671	828	1
2671	828	7
2671	828	6
2697	828	8
2697	828	11
2697	828	12
2697	828	4
2697	828	14
2697	828	3
2697	828	12
2697	828	2
2697	828	12
2697	828	3
2517	828	2
2517	828	7
2517	828	9
2517	828	1
2517	828	8
2517	828	5
2517	828	10
2517	828	7
2517	828	13
2517	828	8
2535	828	5
2535	828	11
2535	828	7
2535	828	13
2535	828	12
2535	828	1
2535	828	9
2535	828	8
2535	828	14
2535	828	1
5803	828	16
5803	828	16
5803	828	18
5803	828	18
5803	828	18
5803	828	16
5803	828	16
5803	828	15
5675	828	15
5675	828	17
5675	828	15
5675	828	15
5675	828	15
5675	828	16
5675	828	16
5675	828	16
5719	828	15
5719	828	15
5719	828	16
5719	828	17
5719	828	15
5719	828	16
5719	828	17
5719	828	16
5667	828	17
5667	828	16
5667	828	17
5667	828	16
5667	828	17
5667	828	15
5667	828	15
5667	828	17
5745	828	17
5745	828	17
