bistratifiedcell bistratifiedcell 0 14
bistratifiedcell cckcell 15 18
bistratifiedcell ivycell 19 33
bistratifiedcell ngfcell 34 53
bistratifiedcell olmcell 54 73
bistratifiedcell pyramidalcell 74 97
bistratifiedcell pvbasketcell 98 98
bistratifiedcell scacell 99 113
bistratifiedcell ca3cell 114 128
bistratifiedcell eccell 129 154
