source	target	synapse
427	114754	2
427	114754	6
427	114754	5
427	114754	2
427	114754	2
427	114754	11
465	114754	0
465	114754	8
465	114754	8
465	114754	4
465	114754	7
465	114754	11
445	114754	3
445	114754	11
445	114754	3
445	114754	1
445	114754	1
445	114754	5
391	114754	11
391	114754	1
391	114754	8
391	114754	9
391	114754	3
391	114754	3
405	114754	7
405	114754	2
405	114754	4
405	114754	1
405	114754	7
405	114754	2
458	114754	2
458	114754	2
458	114754	0
458	114754	8
458	114754	3
458	114754	10
2138	114754	203
2138	114754	223
2138	114754	129
2138	114754	268
2138	114754	134
2138	114754	111
2138	114754	169
2138	114754	123
2138	114754	232
2138	114754	164
2078	114754	378
2078	114754	160
2078	114754	81
2078	114754	27
2078	114754	18
2078	114754	303
2078	114754	220
2078	114754	193
2078	114754	76
2078	114754	380
2099	114754	387
2099	114754	134
2099	114754	55
2099	114754	214
2099	114754	46
2099	114754	255
2099	114754	173
2099	114754	287
2099	114754	226
2099	114754	238
2073	114754	215
2073	114754	337
2073	114754	265
2073	114754	127
2073	114754	148
2073	114754	93
2073	114754	138
2073	114754	61
2073	114754	242
2073	114754	332
2055	114754	123
2055	114754	12
2055	114754	264
2055	114754	276
2055	114754	113
2055	114754	86
2055	114754	195
2055	114754	387
2055	114754	225
2055	114754	230
2141	114754	46
2141	114754	198
2141	114754	199
2141	114754	210
2141	114754	158
2141	114754	48
2141	114754	346
2141	114754	119
2141	114754	143
2141	114754	129
2164	114754	153
2164	114754	152
2164	114754	305
2164	114754	106
2164	114754	32
2164	114754	106
2164	114754	12
2164	114754	289
2164	114754	110
2164	114754	132
2139	114754	148
2139	114754	121
2139	114754	131
2139	114754	50
2139	114754	235
2139	114754	257
2139	114754	318
2139	114754	326
2139	114754	350
2139	114754	369
2031	114754	137
2031	114754	314
2031	114754	160
2031	114754	244
2031	114754	62
2031	114754	281
2031	114754	188
2031	114754	386
2031	114754	142
2031	114754	91
1944	114754	259
1944	114754	376
1944	114754	26
1944	114754	152
1944	114754	25
1944	114754	244
1944	114754	276
1944	114754	293
1944	114754	67
1944	114754	201
4680	114754	405
4680	114754	398
4680	114754	454
4680	114754	459
4680	114754	406
4680	114754	395
4680	114754	395
4680	114754	451
4836	114754	470
4836	114754	415
4836	114754	478
4836	114754	474
4836	114754	424
4836	114754	471
4836	114754	447
4836	114754	394
4702	114754	484
4702	114754	461
4702	114754	443
4702	114754	469
4702	114754	398
4702	114754	418
4702	114754	460
4702	114754	430
4834	114754	447
4834	114754	394
4834	114754	399
4834	114754	442
4834	114754	423
4834	114754	447
4834	114754	417
4834	114754	416
4655	114754	408
4655	114754	441
4655	114754	486
4655	114754	425
4655	114754	401
4655	114754	455
4655	114754	392
4655	114754	465
4603	114754	391
4603	114754	479
4603	114754	486
4603	114754	410
4603	114754	487
4603	114754	467
4603	114754	438
4603	114754	454
4600	114754	479
4600	114754	391
4600	114754	481
4600	114754	482
4600	114754	469
4600	114754	486
4600	114754	416
4600	114754	398
4601	114754	415
4601	114754	444
4601	114754	486
4601	114754	438
4601	114754	417
4601	114754	396
4601	114754	390
4601	114754	475
4653	114754	405
4653	114754	454
4653	114754	459
4653	114754	456
4653	114754	473
4653	114754	472
4653	114754	416
4653	114754	435
4651	114754	420
4651	114754	403
4651	114754	452
4651	114754	469
4651	114754	401
