bistratifiedcell bistratifiedcell 0 15
bistratifiedcell cckcell 16 18
bistratifiedcell ivycell 19 34
bistratifiedcell ngfcell 35 54
bistratifiedcell olmcell 55 74
bistratifiedcell pyramidalcell 75 98
bistratifiedcell pvbasketcell 99 99
bistratifiedcell scacell 100 115
bistratifiedcell ca3cell 116 131
bistratifiedcell eccell 132 157
