pyramidalcell axoaxoniccell 0 11
pyramidalcell bistratifiedcell 12 388
pyramidalcell cckcell 389 489
pyramidalcell ivycell 490 866
pyramidalcell ngfcell 867 1480
pyramidalcell olmcell 1481 2094
pyramidalcell pyramidalcell 2095 2785
pyramidalcell pvbasketcell 2786 2798
pyramidalcell scacell 2799 3175
pyramidalcell ca3cell 3176 3552
pyramidalcell eccell 3553 4166
