source	target	synapse
2164	468	7
2164	468	8
2164	468	5
2164	468	14
2164	468	7
2164	468	11
2164	468	13
2164	468	2
2164	468	14
2164	468	9
2186	468	2
2186	468	8
2186	468	14
2186	468	8
2186	468	11
2186	468	13
2186	468	0
2186	468	11
2186	468	9
2186	468	12
2274	468	9
2274	468	11
2274	468	12
2274	468	6
2274	468	9
2274	468	10
2274	468	7
2274	468	9
2274	468	5
2274	468	1
2191	468	5
2191	468	3
2191	468	2
2191	468	4
2191	468	1
2191	468	2
2191	468	14
2191	468	4
2191	468	10
2191	468	12
2210	468	1
2210	468	11
2210	468	0
2210	468	0
2210	468	13
2210	468	4
2210	468	6
2210	468	2
2210	468	1
2210	468	4
2170	468	9
2170	468	7
2170	468	4
2170	468	12
2170	468	11
2170	468	12
2170	468	9
2170	468	7
2170	468	0
2170	468	14
2143	468	7
2143	468	0
2143	468	8
2143	468	6
2143	468	5
2143	468	7
2143	468	14
2143	468	9
2143	468	2
2143	468	5
2184	468	12
2184	468	3
2184	468	1
2184	468	1
2184	468	1
2184	468	1
2184	468	2
2184	468	6
2184	468	3
2184	468	8
2076	468	12
2076	468	8
2076	468	8
2076	468	1
2076	468	11
2076	468	11
2076	468	4
2076	468	0
2076	468	12
2076	468	11
2099	468	5
2099	468	3
2099	468	0
2099	468	5
2099	468	0
2099	468	6
2099	468	10
2099	468	9
2099	468	1
2099	468	12
2255	468	7
2255	468	12
2255	468	9
2255	468	14
2255	468	0
2255	468	4
2255	468	9
2255	468	5
2255	468	3
2255	468	3
2251	468	2
2251	468	9
2251	468	13
2251	468	7
2251	468	10
2251	468	10
2251	468	11
2251	468	1
2251	468	6
2251	468	1
2206	468	4
2206	468	3
2206	468	6
2206	468	1
2206	468	9
2206	468	12
2206	468	11
2206	468	9
2206	468	3
2206	468	11
2276	468	12
2276	468	8
2276	468	3
2276	468	4
2276	468	8
2276	468	11
2276	468	9
2276	468	2
2276	468	6
2276	468	13
2055	468	8
2055	468	4
2055	468	12
2055	468	5
2055	468	10
2055	468	1
2055	468	7
2055	468	10
2055	468	10
2055	468	5
2291	468	5
2291	468	11
2291	468	10
2291	468	14
2291	468	12
2291	468	7
2291	468	10
2291	468	1
2291	468	0
2291	468	3
4971	468	16
4971	468	16
4971	468	18
4971	468	17
4971	468	16
4971	468	16
4971	468	15
4971	468	16
4765	468	15
4765	468	17
4765	468	16
4765	468	17
4765	468	15
4765	468	18
4765	468	18
4765	468	17
4735	468	16
4735	468	15
4735	468	16
4735	468	15
4735	468	18
4735	468	15
4735	468	15
4735	468	17
4713	468	16
4713	468	18
4713	468	18
4713	468	16
4713	468	15
4713	468	16
4713	468	15
4713	468	15
4812	468	16
4812	468	15
4812	468	15
4812	468	17
4812	468	18
4812	468	16
4812	468	16
4812	468	15
4733	468	18
4733	468	15
4733	468	18
4733	468	15
4733	468	16
4733	468	16
4733	468	17
4733	468	16
4995	468	17
4995	468	16
4995	468	15
4995	468	18
4995	468	18
4995	468	15
4995	468	17
4995	468	18
4999	468	16
4999	468	18
4999	468	17
4999	468	18
4999	468	15
4999	468	18
4999	468	15
4999	468	16
4866	468	18
4866	468	17
4866	468	17
4866	468	17
4866	468	15
4866	468	15
4866	468	17
4866	468	16
4784	468	15
4784	468	18
4784	468	15
4784	468	17
4784	468	16
4784	468	16
4784	468	17
4784	468	15
4657	468	18
4657	468	16
4657	468	15
4657	468	17
4657	468	16
4657	468	15
4657	468	16
