0.511 480698
0.514 440558
0.926 448761
1.783 529209
2.285 451031
3.612 349700
4.130 636791
4.900 436114
5.302 416635
5.773 645730
5.943 441636
6.306 393687
6.834 341463
7.316 357769
7.589 408159
8.456 601696
8.459 351745
8.579 465386
9.160 491015
9.419 672493
10.400 4971
10.425 4765
10.600 409891
11.050 4784
11.211 339637
11.500 4812
11.726 460328
11.945 460079
12.069 354177
12.141 527026
12.300 4733
12.450 4651
12.500 334509
12.625 4866
12.675 17038
12.750 4995
12.800 4657
13.125 334362
13.200 4735
13.425 334479
13.425 4713
13.450 338470
13.600 334624
13.725 334777
13.725 334783
13.875 334420
14.081 448995
14.125 334359
14.125 334417
14.325 334482
14.425 334714
14.450 17152
14.927 440240
15.000 334600
15.025 334149
15.150 334540
15.250 334513
15.401 385590
15.425 334357
15.450 334063
15.733 500143
16.100 334393
16.156 539418
16.800 17194
16.872 579454
17.575 17397
17.968 633114
17.975 17071
18.366 390210
18.516 435580
18.550 17233
18.675 355708
18.813 537787
18.950 17038
18.979 404341
19.095 377501
19.300 17037
19.797 459728
19.921 445894
20.061 399857
20.248 403046
20.667 354985
20.875 17124
20.938 415410
21.025 16994
21.876 442255
21.916 439814
22.243 394959
22.475 116488
22.525 115402
22.656 398824
22.701 360403
22.994 489130
23.125 112614
23.185 345934
23.216 368244
23.250 111948
23.300 134970
23.365 425160
23.375 136199
23.381 501032
23.504 426553
23.575 372135
23.650 483077
24.087 346445
24.437 511138
24.700 127461
24.925 115371
25.336 587198
25.354 490505
25.375 138394
25.450 114245
25.472 391995
25.525 100381
25.625 111999
25.700 110888
25.797 460697
25.875 100361
25.925 113753
26.000 2055
26.025 118957
26.108 524917
26.150 110835
26.150 146557
26.150 2143
26.150 4784
26.250 126310
26.275 120614
26.300 112534
26.300 116104
26.325 4733
26.349 387324
26.350 2276
26.425 98782
26.450 121107
26.450 123501
26.475 20224
26.475 2164
26.495 364876
26.500 109159
26.600 122803
26.625 131041
26.625 2170
26.650 111928
26.675 2274
26.700 17152
26.725 20142
26.725 20272
26.725 2099
26.725 4812
26.750 119448
26.750 20209
26.750 20257
26.750 4999
26.850 20241
26.900 135358
26.900 20225
26.900 2206
26.950 132216
26.975 4713
27.000 17194
27.025 115423
27.025 115911
27.050 117210
27.050 128639
27.050 4735
27.075 116015
27.075 124690
27.075 128589
27.100 139865
27.125 123591
27.125 334809
27.175 115438
27.200 4657
27.225 110775
27.276 347394
27.325 111427
27.350 114234
27.362 432496
27.400 119935
27.425 114281
27.425 121314
27.425 20275
27.425 2255
27.450 118297
27.475 133279
27.475 2291
27.500 113060
27.500 129279
27.600 121659
27.600 121762
27.600 126921
27.647 338795
27.800 131449
27.800 2186
27.816 363680
27.875 113784
27.900 2251
27.950 107986
28.000 112560
28.025 112643
28.025 127457
28.042 414001
28.075 119501
28.075 95313
28.124 381869
28.125 119577
28.175 123029
28.175 2076
28.219 358643
28.250 4866
28.275 121830
28.300 109156
28.325 115544
28.375 4651
28.375 4971
28.425 135036
28.450 338470
28.475 123898
28.475 136734
28.525 91876
28.550 121087
28.600 135582
28.625 17038
28.675 334870
28.699 491749
28.700 134326
28.700 2210
28.725 125753
28.759 366459
28.800 113156
28.825 130316
28.875 132727
28.925 134381
28.950 110904
28.950 2184
29.025 126428
29.025 2191
29.035 357351
29.125 112529
29.150 113127
29.175 125797
29.196 618410
29.200 133335
29.225 130400
29.300 139628
29.325 117075
29.325 132658
29.375 117718
29.450 112719
29.450 122892
29.450 97715
29.500 111420
29.575 127423
29.600 334059
29.625 112062
29.650 113107
29.650 334630
29.700 109785
29.700 133325
29.750 112649
29.750 119999
29.750 334539
29.850 146033
29.850 98735
29.950 132767
29.975 116626
29.975 134933
30.000 334447
30.050 98706
30.075 334596
30.100 117805
30.100 121213
30.100 133839
30.100 97037
30.117 352455
30.150 334837
30.175 121179
30.175 123000
30.200 118206
30.200 334869
30.225 113180
30.275 108519
30.275 118989
30.275 130162
30.300 118727
30.300 132711
30.303 681525
30.325 128596
30.325 129928
30.325 136178
30.350 334357
30.425 116599
30.425 125208
30.425 131476
30.425 334718
30.450 126318
30.450 334600
30.475 113631
30.500 125153
30.500 126981
30.500 334420
30.525 122849
30.525 334509
30.525 334724
30.550 108579
30.325 468
30.550 114884
30.550 334841
30.575 126288
30.575 131484
30.575 334626
30.577 358532
30.625 115502
30.650 334536
30.650 334717
30.675 128698
30.675 334182
30.700 334479
30.701 528249
30.725 137119
30.725 96562
30.750 120576
30.775 334063
30.775 334656
30.800 114943
30.850 106055
30.850 110306
30.850 123291
30.850 129709
30.875 2055
30.875 334540
30.925 334783
30.975 135556
31.000 2276
31.045 441552
31.046 467356
31.070 453975
31.075 334359
31.100 334777
31.150 120590
31.200 2143
31.225 123949
31.250 2099
31.250 334146
31.275 133910
31.300 2274
31.400 334386
31.425 109162
31.425 117167
31.450 2164
31.475 117195
31.475 2170
31.500 112027
31.550 128630
31.575 2206
31.600 128609
31.650 114958
31.697 376686
31.700 127010
31.726 473607
31.750 116095
31.775 110864
31.775 111341
31.825 334393
31.825 334714
31.975 334149
32.025 113786
32.025 2255
32.225 334513
32.425 2186
32.775 111395
32.775 334482
32.877 708787
32.953 439549
33.252 358031
33.500 2251
34.625 2191
34.825 334417
34.950 334809
35.125 334390
35.125 334452
35.250 334624
35.278 624779
35.600 334596
35.625 334539
35.700 334420
35.725 334870
35.736 367861
35.775 334837
35.800 334718
35.850 334479
35.975 334841
36.112 431854
36.200 334182
36.250 334063
36.250 334777
36.575 334447
36.753 430905
36.825 334783
37.200 334630
37.354 472457
37.388 382040
37.475 334146
37.475 334714
37.848 346351
37.870 357716
38.285 427650
39.617 371504
39.687 420243
40.279 474228
40.464 365540
40.911 463034
41.061 377172
42.049 389910
42.710 438513
42.810 427293
43.112 668586
43.171 391940
44.128 615098
44.139 346280
44.157 356376
44.214 342396
44.217 432850
44.261 340409
45.019 429522
45.761 469044
45.772 444344
45.800 4866
45.892 480870
46.025 4733
46.225 4651
46.275 4735
46.496 373361
46.902 585736
47.075 4971
47.175 4812
47.350 4713
47.475 4995
47.648 485675
47.800 338470
47.875 4765
48.187 390257
48.300 4999
48.303 441406
48.600 4657
48.666 372850
48.697 394043
48.761 412803
48.775 334536
49.241 465988
49.731 447785
49.994 383390
50.000 2184
50.354 346884
50.375 2170
51.171 378179
51.342 425588
51.462 423289
51.700 334714
52.090 397405
52.128 341890
52.220 347042
52.884 379792
53.026 489325
53.130 399961
53.229 385967
53.514 344326
54.026 348704
54.027 349449
54.106 484117
54.153 417172
54.594 540351
55.998 403050
56.034 630129
56.040 497392
56.045 356544
56.375 17124
56.807 479078
58.243 587539
58.250 334362
58.675 17038
59.611 370994
60.333 393629
60.560 454599
61.153 491826
61.225 4735
61.469 511108
61.543 393209
61.579 435732
61.919 348407
62.000 4995
62.049 363593
62.050 4866
62.425 4765
62.475 4999
62.500 4651
62.600 17037
62.875 4733
62.875 4784
63.350 9373
63.428 342683
63.638 400369
63.675 4657
63.680 391955
63.696 343438
63.727 525363
63.775 4971
63.825 334539
63.850 334536
64.250 334837
49.225 468
63.625 468
64.590 527415
64.718 427504
65.225 2210
65.449 452330
65.747 406710
65.775 17397
65.775 338470
65.778 607016
65.925 389311
65.971 352640
66.103 453943
66.125 334482
66.278 519932
66.322 614484
66.450 334509
66.652 509214
67.901 412436
68.464 401161
68.713 653648
69.266 406809
69.313 368890
69.525 17194
69.568 431693
70.000 17071
70.048 459311
70.132 502313
70.897 346375
70.934 368492
72.075 468595
72.131 363593
72.364 471373
72.592 431329
72.760 442080
72.859 380506
72.911 425860
73.107 473806
73.601 633114
73.826 614496
73.892 377313
74.436 411168
74.567 675139
74.890 349168
75.065 384756
75.245 346104
75.250 411300
75.565 358699
76.061 493062
76.083 351976
76.237 381780
76.831 387982
77.125 4971
77.125 4999
77.209 454397
77.710 392271
77.755 388174
77.925 4713
77.975 4765
77.975 4784
78.021 484719
78.159 609923
78.250 4733
78.450 334717
78.600 4651
78.621 484566
78.625 4866
78.675 4812
78.750 4735
78.811 509014
79.150 4657
79.250 4995
80.424 344410
80.575 17037
80.707 457580
81.064 522486
81.297 368601
81.852 349138
82.075 384711
82.150 17124
82.474 431769
83.850 350716
84.448 403320
84.661 453786
84.756 351035
85.648 342764
86.300 17397
86.779 725136
86.889 438963
86.977 597803
87.313 340135
87.314 370792
87.353 458970
88.134 345282
88.905 378798
89.016 593317
89.082 455438
89.297 444150
89.399 479310
89.835 431480
90.152 523553
90.163 385653
90.400 4866
90.612 377467
79.900 468
90.751 433772
90.872 478234
90.975 338470
91.000 375020
91.205 392110
92.075 4999
92.200 4713
92.284 536810
92.300 128698
92.650 4733
92.682 500232
92.779 476507
92.825 400230
93.050 4657
93.075 4995
93.150 10415
93.150 4784
93.200 17037
93.289 350716
93.300 10000
93.300 355506
93.873 351557
93.925 4651
93.950 334359
93.970 443169
94.222 348407
94.400 655543
94.613 445796
94.884 410998
94.900 334146
95.275 116015
95.603 377337
96.072 467511
96.184 545306
96.429 486563
96.771 528249
97.000 17038
97.974 378613
98.372 586378
98.634 390257
98.696 429397
98.703 346762
99.016 466423
99.081 346060
99.540 390757
100.050 113786
100.152 601605
100.226 349606
100.304 455645
100.709 416936
100.802 374943
101.361 416363
101.431 359800
102.247 445112
102.535 429066
102.944 395383
102.990 491527
104.428 377061
104.485 494469
104.881 454322
104.947 503381
104.975 121830
105.325 4812
105.325 4971
105.826 437654
106.375 4735
106.500 4713
106.625 4999
106.650 334182
106.675 4995
106.775 4733
106.950 4651
107.016 348762
107.275 4765
107.725 110775
107.777 443108
108.025 116488
108.400 111420
108.525 334777
108.600 4866
108.859 377501
108.998 407312
109.100 338470
109.625 4784
109.725 334630
109.727 452034
109.788 670848
110.071 345461
110.897 342092
111.029 476507
111.515 458072
111.535 492192
111.851 479688
112.244 413444
112.451 450332
112.925 2076
113.050 115371
113.085 619975
113.250 132216
113.275 131484
113.458 466122
113.827 535587
96.775 468
110.525 468
114.023 460215
114.086 353729
114.150 134381
114.911 647620
114.938 633139
115.000 2164
115.195 379638
115.350 2055
115.475 119935
115.563 437845
115.575 115438
115.625 128639
115.800 2170
116.025 126310
116.156 364115
116.300 127457
116.350 121213
116.352 481908
116.425 121659
116.475 125797
116.525 111948
116.699 366120
116.702 402356
116.775 123291
116.800 133910
116.950 118989
117.075 114281
117.475 121087
117.574 683546
117.650 106055
117.900 118727
117.900 136734
117.925 121314
118.125 133325
118.150 2210
118.275 126921
118.400 132658
118.425 113060
118.452 424559
118.500 115502
118.550 134970
118.631 448214
118.650 122892
118.700 109156
118.772 402540
118.800 20275
118.900 121762
118.900 20142
118.950 111395
118.975 20224
119.000 20272
119.025 118297
119.075 112560
119.100 20209
119.125 118206
119.125 20225
119.150 111341
119.150 2255
119.150 2291
119.175 20241
119.175 20257
119.190 421109
119.225 118957
119.250 2251
119.326 384785
119.375 113156
119.400 132727
119.466 357659
119.475 123501
119.525 2099
119.600 129928
119.625 542198
119.650 110835
119.675 2186
119.700 2191
119.725 131476
119.725 2206
119.750 134326
119.775 119501
119.775 2184
119.797 357484
119.800 117210
119.800 2143
119.800 488915
119.850 120576
119.900 123898
119.900 2276
119.925 123949
119.925 128698
119.950 127423
120.050 109785
120.050 122803
120.075 100361
120.075 110888
120.075 2076
120.091 641621
120.100 122849
120.150 120614
120.175 114884
120.200 112529
120.200 129709
120.225 115911
120.250 113631
120.275 131449
120.300 2274
120.350 146033
120.369 442538
120.375 114245
120.428 398672
120.500 111420
120.500 114234
120.625 125208
120.625 125753
120.650 127010
120.725 120590
120.725 334656
120.775 107986
120.775 128596
120.802 359078
120.825 110775
120.825 111999
120.850 116626
120.875 136178
120.900 108519
120.975 132767
121.000 17397
121.000 2164
121.025 116488
121.025 334837
121.100 130162
121.125 117805
121.125 338470
121.175 114943
121.175 135556
121.200 100381
121.200 126288
