source	target	synapse
181	60245	7
181	60245	6
181	60245	9
181	60245	7
181	60245	2
181	60245	0
184	60245	0
184	60245	4
184	60245	5
184	60245	8
184	60245	6
184	60245	4
125	60245	6
125	60245	8
125	60245	7
125	60245	9
125	60245	5
125	60245	7
224	60245	3
224	60245	1
224	60245	4
224	60245	6
224	60245	6
224	60245	11
145	60245	4
145	60245	6
145	60245	9
145	60245	7
145	60245	6
145	60245	9
91	60245	6
91	60245	5
91	60245	6
91	60245	1
91	60245	11
91	60245	8
1724	60245	137
1724	60245	82
1724	60245	249
1724	60245	159
1724	60245	131
1724	60245	62
1724	60245	144
1724	60245	367
1724	60245	231
1724	60245	247
1705	60245	22
1705	60245	378
1705	60245	110
1705	60245	209
1705	60245	362
1705	60245	292
1705	60245	323
1705	60245	371
1705	60245	116
1705	60245	124
1722	60245	256
1722	60245	193
1722	60245	78
1722	60245	109
1722	60245	100
1722	60245	30
1722	60245	358
1722	60245	353
1722	60245	200
1722	60245	213
1700	60245	40
1700	60245	264
1700	60245	102
1700	60245	130
1700	60245	226
1700	60245	273
1700	60245	40
1700	60245	159
1700	60245	332
1700	60245	12
1750	60245	336
1750	60245	75
1750	60245	292
1750	60245	148
1750	60245	204
1750	60245	271
1750	60245	277
1750	60245	175
1750	60245	176
1750	60245	13
1661	60245	242
1661	60245	161
1661	60245	99
1661	60245	226
1661	60245	192
1661	60245	182
1661	60245	147
1661	60245	56
1661	60245	121
1661	60245	336
1814	60245	231
1814	60245	340
1814	60245	259
1814	60245	99
1814	60245	233
1814	60245	113
1814	60245	138
1814	60245	127
1814	60245	127
1814	60245	333
1749	60245	30
1749	60245	135
1749	60245	96
1749	60245	342
1749	60245	353
1749	60245	387
1749	60245	219
1749	60245	201
1749	60245	296
1749	60245	199
1796	60245	349
1796	60245	66
1796	60245	40
1796	60245	229
1796	60245	320
1796	60245	73
1796	60245	206
1796	60245	304
1796	60245	195
1796	60245	342
1528	60245	175
1528	60245	327
1528	60245	208
1528	60245	320
1528	60245	136
1528	60245	110
1528	60245	273
1528	60245	314
1528	60245	12
1528	60245	378
4031	60245	395
4031	60245	475
4031	60245	450
4031	60245	415
4031	60245	435
4031	60245	402
4031	60245	438
4031	60245	408
4005	60245	435
4005	60245	420
4005	60245	483
4005	60245	462
4005	60245	456
4005	60245	462
4005	60245	444
4005	60245	406
4083	60245	395
4083	60245	398
4083	60245	424
4083	60245	398
4083	60245	471
4083	60245	483
4083	60245	466
4083	60245	396
4039	60245	445
4039	60245	464
4039	60245	409
4039	60245	482
4039	60245	437
4039	60245	426
4039	60245	422
4039	60245	420
4112	60245	487
4112	60245	483
4112	60245	453
4112	60245	401
4112	60245	396
4112	60245	422
4112	60245	439
4112	60245	473
3955	60245	420
3955	60245	437
3955	60245	481
3955	60245	485
3955	60245	420
3955	60245	391
3955	60245	464
3955	60245	404
4037	60245	444
4037	60245	457
4037	60245	427
4037	60245	435
4037	60245	474
4037	60245	421
4037	60245	402
4037	60245	454
4062	60245	437
4062	60245	416
4062	60245	480
4062	60245	449
4062	60245	459
4062	60245	448
4062	60245	394
4062	60245	463
4036	60245	398
4036	60245	420
4036	60245	445
4036	60245	439
4036	60245	481
4036	60245	475
4036	60245	457
4036	60245	466
4169	60245	397
4169	60245	414
4169	60245	470
4169	60245	392
4169	60245	399
4169	60245	405
4169	60245	423
4169	60245	460
4010	60245	418
4010	60245	472
4010	60245	457
4010	60245	446
4010	60245	425
4010	60245	487
4010	60245	479
4010	60245	469
4319	60245	461
4319	60245	406
4319	60245	484
4319	60245	480
4319	60245	468
4319	60245	441
4319	60245	463
4319	60245	401
4172	60245	404
4172	60245	391
4172	60245	409
4172	60245	404
4172	60245	399
4172	60245	449
4172	60245	468
4172	60245	397
8422	60245	542
8422	60245	771
8422	60245	679
8422	60245	521
8422	60245	644
8422	60245	849
8422	60245	691
8422	60245	645
8422	60245	761
8422	60245	853
8006	60245	542
8006	60245	529
8006	60245	644
8006	60245	758
8006	60245	688
8006	60245	496
8006	60245	633
8006	60245	775
8006	60245	523
8006	60245	601
8634	60245	697
8634	60245	593
8634	60245	622
8634	60245	523
8634	60245	537
8634	60245	600
8634	60245	501
8634	60245	676
8634	60245	641
8634	60245	581
8106	60245	632
8106	60245	814
8106	60245	857
8106	60245	764
8106	60245	631
8106	60245	775
8106	60245	634
8106	60245	506
8106	60245	596
8106	60245	864
8563	60245	546
8563	60245	696
8563	60245	653
8563	60245	780
8563	60245	662
8563	60245	850
8563	60245	798
8563	60245	600
8563	60245	670
8563	60245	541
8427	60245	712
8427	60245	728
8427	60245	617
8427	60245	663
8427	60245	515
8427	60245	585
8427	60245	534
8427	60245	760
8427	60245	628
8427	60245	724
8498	60245	582
8498	60245	514
8498	60245	853
8498	60245	585
8498	60245	729
8498	60245	545
8498	60245	852
8498	60245	832
8498	60245	786
8498	60245	855
8036	60245	811
8036	60245	774
8036	60245	856
8036	60245	654
8036	60245	767
8036	60245	501
8036	60245	511
8036	60245	832
8036	60245	803
8036	60245	708
8707	60245	652
8707	60245	554
8707	60245	708
8707	60245	723
8707	60245	678
8707	60245	659
8707	60245	553
8707	60245	846
8707	60245	746
8707	60245	572
8312	60245	540
8312	60245	711
8312	60245	514
8312	60245	666
8312	60245	579
8312	60245	722
8312	60245	793
8312	60245	727
8312	60245	771
8312	60245	582
8070	60245	647
8070	60245	719
8070	60245	701
8070	60245	814
8070	60245	679
8070	60245	771
8070	60245	566
8070	60245	667
8070	60245	707
8070	60245	542
8073	60245	630
8073	60245	546
