source	target	synapse
2047	334466	8
2047	334466	10
2047	334466	14
2047	334466	0
2047	334466	8
2047	334466	8
2047	334466	5
2047	334466	3
2047	334466	11
2047	334466	5
2203	334466	9
2203	334466	2
2203	334466	0
2203	334466	12
2203	334466	14
2203	334466	4
2203	334466	9
2203	334466	11
2203	334466	3
2203	334466	3
2132	334466	11
2132	334466	5
2132	334466	8
2132	334466	2
2132	334466	1
2132	334466	14
2132	334466	0
2132	334466	2
2132	334466	9
2132	334466	14
2111	334466	13
2111	334466	6
2111	334466	3
2111	334466	5
2111	334466	12
2111	334466	2
2111	334466	6
2111	334466	10
2111	334466	5
2111	334466	10
2048	334466	6
2048	334466	5
2048	334466	3
2048	334466	9
2048	334466	12
2048	334466	7
2048	334466	2
2048	334466	12
2048	334466	12
2048	334466	14
2158	334466	11
2158	334466	11
2158	334466	10
2158	334466	1
2158	334466	14
2158	334466	10
2158	334466	11
2158	334466	1
2158	334466	10
2158	334466	5
2202	334466	8
2202	334466	8
2202	334466	1
2202	334466	3
2202	334466	0
2202	334466	4
2202	334466	2
2202	334466	4
2202	334466	11
2202	334466	11
2043	334466	4
2043	334466	1
2043	334466	12
2043	334466	1
2043	334466	4
2043	334466	7
2043	334466	2
2043	334466	2
2043	334466	12
2043	334466	0
2090	334466	13
2090	334466	7
2090	334466	13
2090	334466	6
2090	334466	14
2090	334466	11
2090	334466	10
2090	334466	13
2090	334466	5
2090	334466	3
2182	334466	5
2182	334466	3
2182	334466	2
2182	334466	9
2182	334466	11
2182	334466	0
2182	334466	2
2182	334466	1
2182	334466	3
2182	334466	11
2222	334466	5
2222	334466	1
2222	334466	10
2222	334466	1
2222	334466	14
2222	334466	1
2222	334466	2
2222	334466	6
2222	334466	4
2222	334466	8
2072	334466	0
2072	334466	9
2072	334466	9
2072	334466	14
2072	334466	14
2072	334466	12
2072	334466	4
2072	334466	4
2072	334466	13
2072	334466	7
2115	334466	9
2115	334466	0
2115	334466	4
2115	334466	3
2115	334466	0
2115	334466	3
2115	334466	4
2115	334466	3
2115	334466	9
2115	334466	8
2071	334466	5
2071	334466	5
2071	334466	2
2071	334466	8
2071	334466	13
2071	334466	5
2071	334466	5
2071	334466	10
2071	334466	14
2071	334466	5
2250	334466	14
2250	334466	2
2250	334466	9
2250	334466	6
2250	334466	7
2250	334466	11
2250	334466	10
2250	334466	0
2250	334466	6
2250	334466	0
2164	334466	6
2164	334466	7
2164	334466	9
2164	334466	10
2164	334466	13
2164	334466	9
2164	334466	3
2164	334466	2
2164	334466	13
2164	334466	14
4753	334466	15
4753	334466	17
4753	334466	15
4753	334466	15
4753	334466	15
4753	334466	15
4753	334466	15
4753	334466	16
4623	334466	16
4623	334466	16
4623	334466	17
4623	334466	15
4623	334466	18
4623	334466	16
4623	334466	15
4623	334466	18
4750	334466	17
4750	334466	15
4750	334466	16
4750	334466	17
4750	334466	16
4750	334466	15
4750	334466	16
4750	334466	16
4695	334466	16
4695	334466	16
4695	334466	18
4695	334466	15
4695	334466	17
4695	334466	16
4695	334466	17
4695	334466	17
4807	334466	16
4807	334466	18
4807	334466	15
4807	334466	15
4807	334466	15
4807	334466	17
4807	334466	18
4807	334466	16
4621	334466	15
4621	334466	15
4621	334466	16
4621	334466	18
4621	334466	18
4621	334466	18
4621	334466	18
4621	334466	18
4725	334466	16
4725	334466	15
4725	334466	18
4725	334466	18
4725	334466	17
