pvbasketcell bistratifiedcell 0 15
pvbasketcell cckcell 16 18
pvbasketcell ivycell 19 34
pvbasketcell ngfcell 35 54
pvbasketcell olmcell 55 74
pvbasketcell pyramidalcell 75 98
pvbasketcell pvbasketcell 99 99
pvbasketcell scacell 100 115
pvbasketcell ca3cell 116 131
pvbasketcell eccell 132 157
