source	target	synapse
21	36884	2
21	36884	8
21	36884	4
21	36884	1
21	36884	9
21	36884	10
57	36884	11
57	36884	9
57	36884	4
57	36884	8
57	36884	11
57	36884	3
22	36884	3
22	36884	2
22	36884	7
22	36884	3
22	36884	9
22	36884	1
40	36884	8
40	36884	3
40	36884	2
40	36884	11
40	36884	9
40	36884	11
38	36884	3
38	36884	10
38	36884	1
38	36884	4
38	36884	9
38	36884	1
210	36884	7
210	36884	1
210	36884	8
210	36884	3
210	36884	7
210	36884	3
1537	36884	292
1537	36884	374
1537	36884	175
1537	36884	276
1537	36884	189
1537	36884	196
1537	36884	273
1537	36884	281
1537	36884	381
1537	36884	296
1519	36884	230
1519	36884	214
1519	36884	336
1519	36884	18
1519	36884	179
1519	36884	299
1519	36884	295
1519	36884	225
1519	36884	171
1519	36884	303
1558	36884	327
1558	36884	66
1558	36884	29
1558	36884	234
1558	36884	361
1558	36884	379
1558	36884	108
1558	36884	239
1558	36884	106
1558	36884	325
1514	36884	85
1514	36884	209
1514	36884	271
1514	36884	250
1514	36884	342
1514	36884	104
1514	36884	367
1514	36884	353
1514	36884	239
1514	36884	221
1561	36884	337
1561	36884	155
1561	36884	40
1561	36884	198
1561	36884	122
1561	36884	380
1561	36884	263
1561	36884	320
1561	36884	177
1561	36884	207
1517	36884	35
1517	36884	92
1517	36884	139
1517	36884	82
1517	36884	298
1517	36884	358
1517	36884	287
1517	36884	226
1517	36884	101
1517	36884	83
1473	36884	308
1473	36884	251
1473	36884	289
1473	36884	322
1473	36884	357
1473	36884	153
1473	36884	234
1473	36884	107
1473	36884	168
1473	36884	78
1472	36884	170
1472	36884	365
1472	36884	348
1472	36884	36
1472	36884	106
1472	36884	192
1472	36884	118
1472	36884	47
1472	36884	377
1472	36884	75
1670	36884	48
1670	36884	287
1670	36884	325
1670	36884	276
1670	36884	138
1670	36884	378
1670	36884	334
1670	36884	60
1670	36884	141
1670	36884	21
1474	36884	47
1474	36884	74
1474	36884	131
1474	36884	340
