axoaxoniccell bistratifiedcell 0 14
axoaxoniccell cckcell 15 18
axoaxoniccell ivycell 19 33
axoaxoniccell ngfcell 34 53
axoaxoniccell olmcell 54 73
axoaxoniccell pyramidalcell 74 97
axoaxoniccell pvbasketcell 98 98
axoaxoniccell scacell 99 113
axoaxoniccell ca3cell 114 128
axoaxoniccell eccell 129 154
