source	target	synapse
1578	333224	6
1578	333224	3
1578	333224	7
1578	333224	14
1578	333224	4
1578	333224	6
1578	333224	2
1578	333224	8
1578	333224	2
1578	333224	10
1575	333224	10
1575	333224	5
1575	333224	6
1575	333224	14
1575	333224	14
1575	333224	0
1575	333224	8
1575	333224	8
1575	333224	10
1575	333224	8
1572	333224	1
1572	333224	7
1572	333224	14
1572	333224	14
1572	333224	5
1572	333224	2
1572	333224	8
1572	333224	6
1572	333224	7
1572	333224	13
1728	333224	7
1728	333224	13
1728	333224	10
1728	333224	6
1728	333224	6
1728	333224	13
1728	333224	4
1728	333224	7
1728	333224	12
1728	333224	9
1577	333224	4
1577	333224	9
1577	333224	6
1577	333224	1
1577	333224	13
1577	333224	5
1577	333224	4
1577	333224	2
1577	333224	4
1577	333224	8
1710	333224	10
1710	333224	10
1710	333224	5
1710	333224	6
1710	333224	2
1710	333224	2
1710	333224	1
1710	333224	4
1710	333224	4
1710	333224	10
1639	333224	1
1639	333224	11
1639	333224	3
1639	333224	13
1639	333224	1
1639	333224	8
1639	333224	11
1639	333224	0
1639	333224	3
1639	333224	5
1644	333224	4
1644	333224	5
1644	333224	11
1644	333224	2
1644	333224	4
1644	333224	12
1644	333224	4
1644	333224	13
1644	333224	13
1644	333224	14
1687	333224	6
1687	333224	6
1687	333224	13
1687	333224	4
1687	333224	0
1687	333224	1
1687	333224	13
1687	333224	4
1687	333224	13
1687	333224	10
1731	333224	0
1731	333224	4
1731	333224	12
1731	333224	11
1731	333224	14
1731	333224	5
1731	333224	3
1731	333224	5
1731	333224	7
1731	333224	13
1598	333224	6
1598	333224	12
1598	333224	12
1598	333224	1
1598	333224	3
1598	333224	11
1598	333224	8
1598	333224	13
1598	333224	2
1598	333224	14
1620	333224	2
1620	333224	3
1620	333224	4
1620	333224	5
1620	333224	7
1620	333224	0
1620	333224	13
1620	333224	5
1620	333224	3
1620	333224	10
1600	333224	2
1600	333224	6
1600	333224	9
1600	333224	9
1600	333224	6
1600	333224	0
1600	333224	9
1600	333224	1
1600	333224	13
1600	333224	6
1597	333224	9
1597	333224	11
1597	333224	1
1597	333224	11
1597	333224	9
1597	333224	3
1597	333224	2
1597	333224	0
1597	333224	3
1597	333224	6
1509	333224	13
1509	333224	9
1509	333224	5
1509	333224	10
1509	333224	11
1509	333224	13
1509	333224	8
1509	333224	8
1509	333224	3
1509	333224	12
1750	333224	2
1750	333224	12
1750	333224	14
1750	333224	2
1750	333224	9
1750	333224	6
1750	333224	9
1750	333224	8
1750	333224	4
1750	333224	3
3962	333224	17
3962	333224	15
3962	333224	15
3962	333224	15
3962	333224	15
3962	333224	18
3962	333224	15
3962	333224	16
3965	333224	15
3965	333224	16
3965	333224	18
3965	333224	15
3965	333224	16
3965	333224	18
3965	333224	16
3965	333224	15
4093	333224	16
4093	333224	17
4093	333224	16
4093	333224	18
4093	333224	17
4093	333224	17
4093	333224	15
4093	333224	15
3906	333224	17
3906	333224	17
3906	333224	17
3906	333224	18
3906	333224	16
3906	333224	17
3906	333224	18
3906	333224	18
3803	333224	15
3803	333224	17
3803	333224	16
3803	333224	17
3803	333224	16
3803	333224	17
3803	333224	17
3803	333224	15
3885	333224	15
3885	333224	17
3885	333224	15
3885	333224	16
3885	333224	18
3885	333224	16
3885	333224	16
3885	333224	15
3908	333224	17
3908	333224	17
3908	333224	16
3908	333224	16
3908	333224	17
3908	333224	16
3908	333224	15
