source	target	synapse
2178	2130	2
2178	2130	1
2178	2130	5
2178	2130	1
2178	2130	5
2178	2130	5
2178	2130	5
2178	2130	14
2178	2130	10
2178	2130	0
2133	2130	2
2133	2130	6
2133	2130	8
2133	2130	11
2133	2130	2
2133	2130	1
2133	2130	9
2133	2130	14
2133	2130	6
2133	2130	4
2067	2130	9
2067	2130	2
2067	2130	14
2067	2130	3
2067	2130	4
2067	2130	5
2067	2130	3
2067	2130	6
2067	2130	10
2067	2130	10
2043	2130	9
2043	2130	9
2043	2130	1
2043	2130	3
2043	2130	10
2043	2130	6
2043	2130	11
2043	2130	9
2043	2130	14
2043	2130	14
2132	2130	1
2132	2130	2
2132	2130	9
2132	2130	8
2132	2130	13
2132	2130	12
2132	2130	8
2132	2130	6
2132	2130	11
2132	2130	14
2176	2130	7
2176	2130	9
2176	2130	8
2176	2130	2
2176	2130	12
2176	2130	13
2176	2130	13
2176	2130	11
2176	2130	11
2176	2130	14
2110	2130	9
2110	2130	3
2110	2130	7
2110	2130	11
2110	2130	9
2110	2130	10
2110	2130	12
2110	2130	8
2110	2130	2
2110	2130	14
2108	2130	5
2108	2130	11
2108	2130	6
2108	2130	5
2108	2130	4
2108	2130	1
2108	2130	6
2108	2130	2
2108	2130	0
2108	2130	7
2199	2130	13
2199	2130	2
2199	2130	8
2199	2130	13
2199	2130	2
2199	2130	1
2199	2130	12
2199	2130	4
2199	2130	8
2199	2130	7
2155	2130	8
2155	2130	14
2155	2130	3
2155	2130	12
2155	2130	0
2155	2130	12
2155	2130	13
2155	2130	11
2155	2130	3
2155	2130	14
2154	2130	1
2154	2130	12
2154	2130	12
2154	2130	11
2154	2130	1
2154	2130	12
2154	2130	3
2154	2130	7
2154	2130	12
2154	2130	9
2152	2130	0
2152	2130	6
2152	2130	11
2152	2130	8
2152	2130	12
2152	2130	7
2152	2130	6
2152	2130	2
2152	2130	2
2152	2130	0
2197	2130	11
2197	2130	10
2197	2130	0
2197	2130	5
2197	2130	6
2197	2130	11
2197	2130	13
2197	2130	0
2197	2130	1
2197	2130	0
2198	2130	10
2198	2130	2
2198	2130	9
2198	2130	4
2198	2130	14
2198	2130	14
2198	2130	8
2198	2130	10
2198	2130	6
2198	2130	4
2002	2130	2
2002	2130	11
2002	2130	13
2002	2130	14
2002	2130	3
2002	2130	14
2002	2130	11
2002	2130	8
2002	2130	1
2002	2130	10
2204	2130	9
2204	2130	12
2204	2130	14
2204	2130	9
2204	2130	7
2204	2130	10
2204	2130	0
2204	2130	5
2204	2130	14
2204	2130	10
4645	2130	16
4645	2130	17
4645	2130	15
4645	2130	16
4645	2130	17
4645	2130	16
4645	2130	16
4645	2130	18
4850	2130	16
4850	2130	16
4850	2130	17
4850	2130	17
4850	2130	16
4850	2130	18
4850	2130	17
4850	2130	15
4772	2130	17
4772	2130	17
4772	2130	16
4772	2130	18
4772	2130	15
4772	2130	16
4772	2130	15
4772	2130	15
4670	2130	18
4670	2130	15
4670	2130	15
4670	2130	15
4670	2130	15
4670	2130	18
4670	2130	17
4670	2130	18
4879	2130	18
4879	2130	15
4879	2130	15
4879	2130	15
4879	2130	17
4879	2130	18
4879	2130	16
4879	2130	15
4802	2130	16
4802	2130	15
4802	2130	15
4802	2130	17
4802	2130	18
4802	2130	17
4802	2130	16
4802	2130	18
4643	2130	17
4643	2130	16
4643	2130	18
4643	2130	15
4643	2130	18
4643	2130	16
4643	2130	18
4643	2130	17
4880	2130	15
4880	2130	18
4880	2130	18
4880	2130	16
4880	2130	15
4880	2130	18
4880	2130	17
4880	2130	16
4825	2130	15
4825	2130	16
4825	2130	15
4825	2130	18
4825	2130	17
4825	2130	15
4825	2130	18
4825	2130	16
4777	2130	16
4777	2130	15
4777	2130	15
4777	2130	16
4777	2130	17
4777	2130	16
4777	2130	17
4777	2130	15
4678	2130	16
4678	2130	18
4678	2130	17
4678	2130	17
4678	2130	17
4678	2130	17
4678	2130	15
4678	2130	15
5033	2130	18
5033	2130	16
5033	2130	16
5033	2130	17
5033	2130	15
5033	2130	15
5033	2130	16
5033	2130	18
9731	2130	21
9731	2130	31
9731	2130	25
9731	2130	28
9731	2130	29
9731	2130	33
9731	2130	24
9731	2130	26
9731	2130	33
9731	2130	20
9660	2130	26
9660	2130	31
9660	2130	22
9660	2130	29
9660	2130	31
9660	2130	20
9660	2130	33
9660	2130	33
9660	2130	32
9660	2130	33
10048	2130	24
10048	2130	28
10048	2130	19
10048	2130	22
10048	2130	32
10048	2130	29
10048	2130	30
10048	2130	28
10048	2130	28
10048	2130	31
9945	2130	33
9945	2130	22
9945	2130	20
9945	2130	29
9945	2130	32
9945	2130	24
9945	2130	29
9945	2130	19
9945	2130	30
9945	2130	33
9697	2130	19
9697	2130	21
9697	2130	32
9697	2130	27
9697	2130	30
9697	2130	25
9697	2130	29
9697	2130	30
9697	2130	33
9697	2130	30
10010	2130	28
10010	2130	22
10010	2130	20
10010	2130	25
10010	2130	21
10010	2130	30
10010	2130	23
10010	2130	19
10010	2130	30
10010	2130	28
10396	2130	30
10396	2130	19
10396	2130	33
10396	2130	24
10396	2130	23
10396	2130	19
10396	2130	25
10396	2130	20
10396	2130	21
10396	2130	20
9663	2130	23
9663	2130	24
9663	2130	27
9663	2130	19
9663	2130	21
9663	2130	33
